Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
307.131,478.195,1151.74,1788.72,-16.05,1564.27,0.83
311.412,483.555,1154.84,1788.72,-16.0099,1559.12,0.84
315.705,488.906,1157.94,1788.72,-15.9698,1553.97,0.85
320.01,494.247,1161.04,1788.72,-15.9297,1548.83,0.86
324.328,499.578,1164.13,1788.72,-15.8896,1543.69,0.87
328.657,504.899,1167.23,1788.72,-15.8496,1538.56,0.88
332.999,510.21,1170.33,1788.72,-15.8096,1533.43,0.89
337.352,515.512,1173.42,1788.72,-15.7697,1528.3,0.9
341.718,520.803,1176.52,1788.72,-15.7298,1523.18,0.91
346.095,526.085,1179.62,1788.72,-15.69,1518.06,0.92
350.484,531.357,1182.71,1788.72,-15.6501,1512.95,0.93
354.885,536.62,1185.81,1788.72,-15.6104,1507.84,0.94
359.298,541.872,1188.91,1788.72,-15.5706,1502.73,0.95
363.722,547.115,1192.01,1788.72,-15.5309,1497.63,0.96
368.158,552.348,1195.1,1788.72,-15.4913,1492.53,0.97
372.606,557.57,1198.2,1788.72,-15.4517,1487.43,0.98
377.065,562.784,1201.3,1788.72,-15.4121,1482.34,0.99
381.535,567.987,1204.39,1788.72,-15.3726,1477.25,1
386.017,573.18,1207.49,1788.72,-15.3331,1472.17,1.01
390.51,578.364,1210.59,1788.72,-15.2936,1467.09,1.02
395.015,583.538,1213.68,1788.72,-15.2543,1462.02,1.03
399.531,588.702,1216.78,1788.72,-15.2149,1456.94,1.04
404.058,593.856,1219.88,1788.72,-15.1756,1451.88,1.05
408.596,599,1222.98,1788.72,-15.1363,1446.81,1.06
413.145,604.135,1226.07,1788.72,-15.0971,1441.75,1.07
417.706,609.259,1229.17,1788.72,-15.058,1436.7,1.08
422.277,614.374,1232.27,1788.72,-15.0189,1431.64,1.09
426.86,619.479,1235.36,1788.72,-14.9798,1426.6,1.1
431.453,624.574,1238.46,1788.72,-14.9408,1421.55,1.11
436.057,629.66,1241.56,1788.72,-14.9018,1416.51,1.12
440.672,634.735,1244.65,1788.72,-14.8629,1411.47,1.13
445.298,639.801,1247.75,1788.72,-14.824,1406.44,1.14
449.934,644.857,1250.85,1788.72,-14.7852,1401.41,1.15
454.581,649.903,1253.95,1788.72,-14.7465,1396.38,1.16
459.239,654.94,1257.04,1788.72,-14.7077,1391.36,1.17
463.908,659.966,1260.14,1788.72,-14.6691,1386.34,1.18
468.586,664.983,1263.24,1788.72,-14.6305,1381.33,1.19
473.276,669.99,1266.33,1788.72,-14.5919,1376.32,1.2
477.975,674.987,1269.43,1788.72,-14.5534,1371.31,1.21
482.686,679.975,1272.53,1788.72,-14.515,1366.31,1.22
487.406,684.952,1275.62,1788.72,-14.4766,1361.31,1.23
492.137,689.92,1278.72,1788.72,-14.4382,1356.32,1.24
496.878,694.878,1281.82,1788.72,-14.4,1351.33,1.25
501.629,699.826,1284.92,1788.72,-14.3617,1346.34,1.26
506.39,704.765,1288.01,1788.72,-14.3236,1341.35,1.27
511.162,709.694,1291.11,1788.72,-14.2854,1336.37,1.28
515.943,714.613,1294.21,1788.72,-14.2474,1331.4,1.29
520.735,719.522,1297.3,1788.72,-14.2094,1326.42,1.3
525.536,724.422,1300.4,1788.72,-14.1714,1321.46,1.31
530.347,729.312,1303.5,1788.72,-14.1335,1316.49,1.32
